kappa,theta_critical,double_root_x
0.008025332286932666,0.012507015965117533,0.5981393848975705
0.008103248134378615,0.012279172512848144,0.5984424635934027
0.008181163981824563,0.012051646146071047,0.5987448345881514
0.00825907982927051,0.011824435897806209,0.5990465030854959
0.00833699567671646,0.01159754080749489,0.599347474230902
0.008414911524162409,0.011370959920932275,0.5996477531125242
0.008492827371608357,0.01114469229020112,0.5999473447620886
0.008570743219054305,0.010918736973606373,0.6002462541557586
0.008648659066500253,0.010693093035610737,0.6005444862149847
0.0087265749139462,0.010467759546771208,0.6008420458073369
0.008804490761392149,0.010242735583676492,0.6011389377473212
0.008882406608838097,0.010018020228885363,0.6014351667971808
0.008960322456284045,0.009793612570865893,0.6017307376676815
0.009038238303729993,0.009569511703935558,0.6020256550188822
0.009116154151175941,0.009345716728202199,0.6023199234608911
0.009194069998621891,0.009122226749505817,0.6026135475546075
0.009271985846067839,0.00889904087936121,0.6029065318124489
0.009349901693513787,0.008676158234901395,0.6031988806990652
0.009427817540959735,0.008453577938821847,0.6034905986320401
0.009505733388405683,0.008231299119325504,0.6037816899825778
0.009583649235851631,0.008009320910068543,0.6040721590761782
0.00966156508329758,0.00778764245010691,0.6043620101932996
0.009739480930743527,0.007566262883843584,0.6046512475700089
0.009817396778189475,0.007345181360976572,0.6049398753986194
0.009895312625635424,0.007124397036447611,0.6052278978283182
0.009973228473081372,0.006903909070391579,0.6055153189657814
0.010051144320527321,0.006683716628086579,0.6058021428757777
0.01012906016797327,0.00646381887990472,0.6060883735817625
0.010206976015419218,0.006244215001263535,0.6063740150664596
0.010284891862865166,0.00602490417257808,0.6066590712724345
0.010362807710311114,0.005805885579213646,0.6069435461026554
0.010440723557757062,0.005587158411439128,0.6072274434210461
0.01051863940520301,0.005368721864380988,0.6075107670530273
0.010596555252648958,0.005150575137977847,0.6077935207860504
0.010674471100094906,0.004932717436935661,0.6080757083701203
0.010752386947540854,0.00471514797068349,0.6083573335183091
0.010830302794986802,0.004497865953329846,0.6086383999072628
0.01090821864243275,0.004280870603619608,0.6089189111776963
0.0109861344898787,0.0040641611448914965,0.6091988709348823
0.011064050337324648,0.0038477368050360916,0.6094782827491306
0.011141966184770596,0.0036315968164544,0.609757150156259
0.011219882032216544,0.0034157404160169488,0.6100354766580571
0.011297797879662492,0.003200166845023397,0.6103132657227415
0.01137571372710844,0.0029848753491626715,0.610590520785403
0.011453629574554388,0.0027698651784735955,0.6108672452484474
0.011531545422000336,0.002555135587306025,0.6111434424820275
0.011609461269446284,0.0023406858342824677,0.6114191158244688
0.011687377116892233,0.0021265151822601833,0.6116942685826879
0.01176529296433818,0.0019126228982937604,0.6119689040326038
0.01184320881178413,0.0016990082535981543,0.6122430254195418
0.011921124659230078,0.001485670523512187,0.6125166359586321
0.011999040506676027,0.0012726089874624943,0.6127897388352007
0.012076956354121975,0.0010598229289279192,0.6130623372051542
0.012154872201567923,0.0008473116354043391,0.6133344341953583
0.01223278804901387,0.0006350743983699255,0.6136060329040102
0.012310703896459819,0.0004231105132508238,0.6138771364010052
0.012388619743905767,0.0002114192793872506,0.6141477477282964
0.012466535591351715,6.7567599455781315e-21,0.6144178699002499
