x,varpi,defect,choi_trace_distance,ratio
0.0033780408516668635,2.0,6.313812753102504694851e-14,6.915010437912956692393e-14,0.913059034370467045
0.0035548351111569653,2.0,8.147229019317187282729e-14,8.923991642850401612566e-14,0.912957939157694068
0.0037408821332870538,2.0,1.051296556313797728041e-13,1.15166224178442224299e-13,0.912851457806661511
0.003936666173692572,2.0,1.356555267167736024777e-13,1.486246149169202942296e-13,0.912739298215196149
0.00414269683217152,2.0,1.750437095021073503403e-13,1.918032571762152470763e-13,0.912621151898841783
0.004359510379104896,2.0,2.258666520790614735758e-13,2.475259952257631105294e-13,0.91249669301623606
0.004587671151297142,2.0,2.914433328825230058925e-13,3.194370109130132869491e-13,0.912365577330945814
0.004827773020869692,2.0,3.760558440959684746781e-13,4.122391271637294061512e-13,0.912227441105099219
0.005080440941031103,2.0,4.852287879819279751305e-13,5.320013345562629789148e-13,0.912081899919767082
0.005346332572747038,2.0,6.260896948839081262028e-13,6.865556480905646906017e-13,0.911928547416624849
0.0056261399965442434,2.0,8.078339472079142257842e-13,8.860092414007512293085e-13,0.911766953954967269
0.0059205915139040385,2.0,1.042324496648888293982e-12,1.143405341929116105304e-12,0.911596665177646001
0.006230453542934127,2.0,1.344865434101590194283e-12,1.475576095551915775572e-12,0.911417200478952367
0.006556532613252944,2.0,1.735199782565946718632e-12,1.90424315840924432613e-12,0.911228051366868458
0.006899677465278862,2.0,2.238796466892039489988e-12,2.457437967376746678709e-12,0.911028679711455138
0.0072607812593885775,2.0,2.888510216305543560219e-12,3.171334536985253121104e-12,0.910818515870429374
0.007640783900694646,2.0,3.726722395222302537802e-12,4.092614595156102877991e-12,0.910596956682200302
0.008040674485493417,2.0,4.808102005495848382095e-12,5.281519664833073516812e-12,0.910363363315776301
0.008461493875751031,2.0,6.203166382492795231302e-12,6.815789596934048972437e-12,0.910117058966017608
0.008904337408328574,2.0,8.002873025136976475991e-12,8.795744995495917414587e-12,0.909857326381682167
0.009370357745998164,2.0,1.032454091430205673038e-11,1.135084573348059394849e-11,0.909583405212588176
0.009860767877670668,2.0,1.331948590970948899597e-11,1.464815422119131190401e-11,0.909294489160985612
0.010376844275644464,2.0,1.718286594271122122296e-11,1.890325655992795328542e-11,0.908989722920880197
0.010919930218092854,2.0,2.216637491312251484113e-11,2.439435532162276628524e-11,0.908668198887576043
0.011491439285438408,2.0,2.859460868657004430333e-11,3.148045493064061186566e-11,0.908328953618084134
0.012092859039714635,2.0,3.688616426131740411776e-11,4.062482802088074313419e-11,0.907970964021270334
0.012725754896491956,2.0,4.758083932931598245137e-11,5.242529616154745068679e-11,0.90759314325467278
0.013391774199446111,2.0,6.137469378298302334654e-11,6.765330351720622955358e-11,0.907194336302788663
0.014092650508174426,2.0,7.916524254741697016605e-11,8.730433639761937134758e-11,0.90677331520929653
0.014830208110420722,2.0,1.021097030315627202861e-10,1.126629827589445208593e-10,0.906328773933122622
0.015606366770453559,2.0,1.317000623971830347728e-10,1.453868819175588459099e-10,0.905859322795457728
0.016423146725957,2.0,1.698598136236069820943e-10,1.876150484421916504131e-10,0.905363482481761322
0.017282673946440473,2.0,2.190686042631732250563e-10,2.421076459136436634444e-10,0.904839677559426871
0.01818718566685441,2.0,2.825228368500908471215e-10,3.124263398506802273027e-10,0.904286229468100101
0.019139036210815093,2.0,3.643425695043467702564e-10,4.031670085847206614311e-10,0.903701348935610128
