varpi,root1,root2,root3
1.76,0.9837810554498144,1.3456249184139841,nan
1.7650000000000001,0.9772254716562614,1.3448093312800953,nan
1.77,0.9707725457254315,1.343929511581799,nan
1.7750000000000001,0.9644180328829772,1.3429894729138752,nan
1.78,0.958158027269612,1.3419928907226701,nan
1.7850000000000001,0.9519889232924461,1.340943140981647,nan
1.79,0.9459073825233436,1.3398433333186044,nan
1.795,0.9399103051983219,1.3386963395405864,nan
1.8,0.9339948055572168,1.3375048183172855,nan
1.805,0.9281581904074047,1.3362712366392273,nan
1.81,0.9223979404091188,1.3349978885532081,nan
1.815,0.9167116936700095,1.3336869115874022,nan
1.82,0.9110972313086243,1.3323403012064963,nan
1.825,0.905552464704281,1.330959923579412,nan
1.83,0.90007542419761,1.3295475268953807,nan
1.835,0.8946642490440886,1.3281047514261,nan
1.84,0.8893171784539939,1.3266331385005408,nan
1.845,0.8840325435778553,1.325134138533414,nan
1.85,0.8788087603175699,1.3236091182271073,nan
1.855,0.8736443228610009,1.322059367049345,nan
1.86,0.8685377978524526,1.3204861030741997,nan
1.865,0.863487819123792,1.3188904782616975,nan
1.87,0.8584930829212292,1.3172735832410318,nan
1.875,0.8535523435715618,1.3156364516536696,nan
1.8800000000000001,0.8486644095390805,1.313980064105056,nan
1.885,0.8438281398305904,1.3123053517676457,nan
1.8900000000000001,0.8390424407114316,1.3106131996722303,nan
1.895,0.8343062626999702,1.3089044497202713,nan
1.9000000000000001,0.8296185978119495,1.3071799034457707,nan
1.905,0.82497847702959,1.3054403245518433,nan
1.9100000000000001,0.8203849679731805,1.3036864412442757,nan
1.915,0.8158371727555315,1.3019189483817042,nan
1.92,0.8113342260018465,1.3001385094599158,nan
1.925,0.8068752930195173,1.2983457584457077,nan
1.93,0.8024595681040478,1.2965413014742173,nan
1.935,0.7980862729687713,1.2947257184219838,nan
1.94,0.7937546552873553,1.2928995643668322,nan
1.945,0.7894639873392177,1.2910633709444341,nan
1.95,0.785213564748984,1.2892176476104462,nan
1.955,0.7810027053120185,1.2873628828161867,nan
1.96,0.7768307478988498,1.2854995451051172,nan
1.965,0.7726970514320004,1.2836280841365004,nan
1.97,0.7686009939293739,1.2817489316422404,nan
1.975,0.764541971608886,1.2798625023221355,nan
1.98,0.7605193980495383,1.2779691946823815,nan
1.985,0.7565327034045614,1.2760693918217445,nan
1.99,0.7525813336626634,1.2741634621693245,nan
1.995,0.7486647499537641,1.272251760177576,nan
2.0,0.7447824278959194,1.2703346269738907,nan
