varpi,x_lower,x_upper,x_lower_varpi_squared,x_upper_varpi
2,0.744782427895919536581039878169,1.27033462697388906186478679123,2.97912971158367815,2.54066925394777812
5,0.119447512489454946421821026941,0.569978761854214513017228587853,2.98618781223637366,2.84989380927107257
10,0.0299632123340125655309787364331,0.285911409613139803879229940740,2.99632123340125655,2.85911409613139804
25,0.00479904288593273065999730356274,0.113814667518092178882084477314,2.99940180370795666,2.84536668795230447
100,0.000299996250703215252564672668468,0.0283323677785220246512675471513,2.99996250703215253,2.83323677785220246
200,0.0000749997656359866806207880316321,0.0141543978849107542297250044603,2.99999062543946722,2.83087957698215085
