varpi,attached_upper,detached_lower,detached_upper
0.78,2.785293563405282,nan,nan
0.7800833333333334,2.785293563405282,nan,nan
0.7801666666666667,2.785293563405282,nan,nan
0.78025,2.785293563405282,nan,nan
0.7803333333333333,2.785293563405282,nan,nan
0.7804166666666666,2.785293563405282,nan,nan
0.7805,2.785293563405282,nan,nan
0.7805833333333334,2.785293563405282,nan,nan
0.7806666666666667,2.785293563405282,nan,nan
0.78075,2.785293563405282,nan,nan
0.7808333333333334,2.785293563405282,nan,nan
0.7809166666666667,2.785293563405282,nan,nan
0.781,2.785293563405282,nan,nan
0.7810833333333334,2.785293563405282,nan,nan
0.7811666666666667,2.785293563405282,nan,nan
0.78125,2.785293563405282,nan,nan
0.7813333333333333,2.785293563405282,nan,nan
0.7814166666666666,2.785293563405282,nan,nan
0.7815,2.785293563405282,nan,nan
0.7815833333333334,2.785293563405282,nan,nan
0.7816666666666667,2.785293563405282,nan,nan
0.7817500000000001,2.785293563405282,nan,nan
0.7818333333333334,2.785293563405282,nan,nan
0.7819166666666667,2.785293563405282,nan,nan
0.782,2.785293563405282,nan,nan
0.7820833333333334,2.785293563405282,nan,nan
0.7821666666666667,2.785293563405282,nan,nan
0.78225,2.785293563405282,nan,nan
0.7823333333333333,2.785293563405282,nan,nan
0.7824166666666666,2.785293563405282,nan,nan
0.7825,2.785293563405282,nan,nan
0.7825833333333334,2.785293563405282,nan,nan
0.7826666666666667,2.785293563405282,nan,nan
0.7827500000000001,2.785293563405282,nan,nan
0.7828333333333334,2.785293563405282,nan,nan
0.7829166666666667,2.785293563405282,nan,nan
0.783,2.785293563405282,nan,nan
0.7830833333333334,2.785293563405282,nan,nan
0.7831666666666667,2.785293563405282,nan,nan
0.78325,2.785293563405282,nan,nan
0.7833333333333333,2.785293563405282,nan,nan
0.7834166666666667,2.785293563405282,nan,nan
0.7835,2.785293563405282,nan,nan
0.7835833333333334,2.785293563405282,nan,nan
0.7836666666666667,2.785293563405282,nan,nan
0.7837500000000001,2.785293563405282,nan,nan
0.7838333333333334,2.785293563405282,nan,nan
0.7839166666666667,2.785293563405282,nan,nan
0.784,2.785293563405282,nan,nan
0.7840833333333334,2.785293563405282,nan,nan
0.7841666666666667,2.785293563405282,nan,nan
0.78425,2.785293563405282,nan,nan
0.7843333333333333,2.785293563405282,nan,nan
0.7844166666666667,2.785293563405282,nan,nan
0.7845,2.785293563405282,nan,nan
0.7845833333333334,2.785293563405282,nan,nan
0.7846666666666667,2.785293563405282,nan,nan
0.7847500000000001,2.785293563405282,nan,nan
0.7848333333333334,2.785293563405282,nan,nan
0.7849166666666667,2.785293563405282,nan,nan
0.785,2.785293563405282,nan,nan
0.7850833333333334,2.785293563405282,nan,nan
0.7851666666666667,2.785293563405282,nan,nan
0.78525,2.785293563405282,nan,nan
0.7853333333333333,2.785293563405282,nan,nan
0.7854166666666667,2.785293563405282,nan,nan
0.7855,2.785293563405282,nan,nan
0.7855833333333334,2.785293563405282,nan,nan
0.7856666666666667,2.785293563405282,nan,nan
0.7857500000000001,2.785293563405282,nan,nan
0.7858333333333334,2.785293563405282,nan,nan
0.7859166666666667,2.785293563405282,nan,nan
0.786,2.785293563405282,nan,nan
0.7860833333333334,2.785293563405282,nan,nan
0.7861666666666667,2.785293563405282,nan,nan
0.78625,2.785293563405282,nan,nan
0.7863333333333333,2.785293563405282,nan,nan
0.7864166666666667,2.785293563405282,nan,nan
0.7865,2.785293563405282,nan,nan
0.7865833333333334,2.785293563405282,nan,nan
0.7866666666666667,2.785293563405282,nan,nan
0.7867500000000001,2.785293563405282,nan,nan
0.7868333333333334,2.785293563405282,nan,nan
0.7869166666666667,2.785293563405282,nan,nan
0.787,2.785293563405282,nan,nan
